id,gen,evolves_from,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,growth_rate,is_legendary,is_mythical
64,1,63,2,100,70,0,20,4,0,0
65,1,64,2,50,70,0,20,4,0,0
66,1,,2,180,70,0,20,4,0,0
67,1,66,2,90,70,0,20,4,0,0
68,1,67,2,45,70,0,20,4,0,0
69,1,,4,255,70,0,20,4,0,0
70,1,69,4,120,70,0,20,4,0,0
71,1,70,4,45,70,0,20,4,0,0
72,1,,4,190,70,0,20,1,0,0
73,1,72,4,60,70,0,20,1,0,0
74,1,,4,255,70,0,15,4,0,0
75,1,74,4,120,70,0,15,4,0,0
76,1,75,4,45,70,0,15,4,0,0
77,1,,4,190,70,0,20,2,0,0
78,1,77,4,60,70,0,20,2,0,0
79,1,,4,190,70,0,20,2,0,0
80,1,79,4,75,70,0,20,2,0,0
81,1,,-1,190,70,0,20,2,0,0
82,1,81,-1,60,70,0,20,2,0,0
83,1,,4,45,70,0,20,2,0,0
84,1,,4,190,70,0,20,2,0,0
85,1,84,4,45,70,0,20,2,0,0
86,1,,4,190,70,0,20,2,0,0
87,1,86,4,75,70,0,20,2,0,0
88,1,,4,190,70,0,20,2,0,0
89,1,88,4,75,70,0,20,2,0,0
90,1,,4,190,70,0,20,1,0,0
91,1,90,4,60,70,0,20,1,0,0
92,1,,4,190,70,0,20,4,0,0
93,1,92,4,90,70,0,20,4,0,0
94,1,93,4,45,70,0,20,4,0,0
95,1,,4,45,70,0,25,2,0,0
96,1,,4,190,70,0,20,2,0,0
97,1,96,4,75,70,0,20,2,0,0
98,1,,4,225,70,0,20,2,0,0
99,1,98,4,60,70,0,20,2,0,0
100,1,,-1,190,70,0,20,2,0,0
101,1,100,-1,60,70,0,20,2,0,0
102,1,,4,90,70,0,20,1,0,0
103,1,102,4,45,70,0,20,1,0,0
104,1,,4,190,70,0,20,2,0,0
105,1,104,4,75,70,0,20,2,0,0
106,1,236,0,45,70,0,25,2,0,0
107,1,236,0,45,70,0,25,2,0,0
108,1,,4,45,70,0,20,2,0,0
109,1,,4,190,70,0,20,2,0,0
110,1,109,4,60,70,0,20,2,0,0
111,1,,4,120,70,0,20,1,0,0
112,1,111,4,60,70,0,20,1,0,0
113,1,440,8,30,140,0,40,3,0,0
114,1,,4,45,70,0,20,2,0,0
115,1,,8,45,70,0,20,2,0,0
116,1,,4,225,70,0,20,2,0,0
117,1,116,4,75,70,0,20,2,0,0
118,1,,4,225,70,0,20,2,0,0
119,1,118,4,60,70,0,20,2,0,0
120,1,,-1,225,70,0,20,1,0,0
121,1,120,-1,60,70,0,20,1,0,0
122,1,439,4,45,70,0,25,2,0,0
123,1,,4,45,70,0,25,2,0,0
124,1,238,8,45,70,0,25,2,0,0
125,1,239,2,45,70,0,25,2,0,0
126,1,240,2,45,70,0,25,2,0,0
127,1,,4,45,70,0,25,1,0,0
128,1,,0,45,70,0,20,1,0,0
129,1,,4,255,70,0,5,1,0,0
130,1,129,4,45,70,0,5,1,0,0
131,1,,4,45,70,0,40,1,0,0
132,1,,-1,35,70,0,20,2,0,0
133,1,,1,45,70,0,35,2,0,0
134,1,133,1,45,70,0,35,2,0,0
135,1,133,1,45,70,0,35,2,0,0
136,1,133,1,45,70,0,35,2,0,0
137,1,,-1,45,70,0,20,2,0,0
138,1,,1,45,70,0,30,2,0,0
139,1,138,1,45,70,0,30,2,0,0
140,1,,1,45,70,0,30,2,0,0
141,1,140,1,45,70,0,30,2,0,0
142,1,,1,45,70,0,35,1,0,0
143,1,446,1,25,70,0,40,1,0,0
144,1,,-1,3,35,0,80,1,1,0
145,1,,-1,3,35,0,80,1,1,0
146,1,,-1,3,35,0,80,1,1,0
147,1,,4,45,35,0,40,1,0,0
148,1,147,4,45,35,0,40,1,0,0
149,1,148,4,45,35,0,40,1,0,0
150,1,,-1,3,0,0,120,1,1,0
151,1,,-1,45,100,0,120,4,0,1
152,2,,1,45,70,0,20,4,0,0
153,2,152,1,45,70,0,20,4,0,0
154,2,153,1,45,70,0,20,4,0,0
155,2,,1,45,70,0,20,4,0,0
156,2,155,1,45,70,0,20,4,0,0
157,2,156,1,45,70,0,20,4,0,0
158,2,,1,45,70,0,20,4,0,0
159,2,158,1,45,70,0,20,4,0,0
160,2,159,1,45,70,0,20,4,0,0
161,2,,4,255,70,0,15,2,0,0
162,2,161,4,90,70,0,15,2,0,0
163,2,,4,255,70,0,15,2,0,0
164,2,163,4,90,70,0,15,2,0,0
165,2,,4,255,70,0,15,3,0,0
166,2,165,4,90,70,0,15,3,0,0
167,2,,4,255,70,0,15,3,0,0
168,2,167,4,90,70,0,15,3,0,0
169,2,42,4,90,70,0,15,2,0,0
170,2,,4,190,70,0,20,1,0,0
171,2,170,4,75,70,0,20,1,0,0
172,2,,4,190,70,1,10,2,0,0
173,2,,6,150,140,1,10,3,0,0
174,2,,6,170,70,1,10,3,0,0
175,2,,1,190,70,1,10,3,0,0
176,2,175,1,75,70,0,10,3,0,0
177,2,,4,190,70,0,20,2,0,0
178,2,177,4,75,70,0,20,2,0,0
179,2,,4,235,70,0,20,4,0,0
180,2,179,4,120,70,0,20,4,0,0
181,2,180,4,45,70,0,20,4,0,0
182,2,44,4,45,70,0,20,4,0,0
183,2,298,4,190,70,0,10,3,0,0
184,2,183,4,75,70,0,10,3,0,0
185,2,438,4,65,70,0,20,2,0,0
186,2,61,4,45,70,0,20,4,0,0
187,2,,4,255,70,0,20,4,0,0
188,2,187,4,120,70,0,20,4,0,0
189,2,188,4,45,70,0,20,4,0,0
190,2,,4,45,70,0,20,3,0,0
191,2,,4,235,70,0,20,4,0,0
192,2,191,4,120,70,0,20,4,0,0
193,2,,4,75,70,0,20,2,0,0
194,2,,4,255,70,0,20,2,0,0
195,2,194,4,90,70,0,20,2,0,0
196,2,133,1,45,70,0,35,2,0,0
197,2,133,1,45,35,0,35,2,0,0
198,2,,4,30,35,0,20,4,0,0
199,2,79,4,70,70,0,20,2,0,0
200,2,,4,45,35,0,25,3,0,0
201,2,,-1,225,70,0,40,2,0,0
202,2,360,4,45,70,0,20,2,0,0
203,2,,4,60,70,0,20,2,0,0
204,2,,4,190,70,0,20,2,0,0
205,2,204,4,75,70,0,20,2,0,0
206,2,,4,190,70,0,20,2,0,0
207,2,,4,60,70,0,20,4,0,0
208,2,95,4,25,70,0,25,2,0,0
209,2,,6,190,70,0,20,3,0,0
210,2,209,6,75,70,0,20,3,0,0
211,2,,4,45,70,0,20,2,0,0
212,2,123,4,25,70,0,25,2,0,0
213,2,,4,190,70,0,20,4,0,0
214,2,,4,45,70,0,25,1,0,0
215,2,,4,60,35,0,20,4,0,0
216,2,,4,120,70,0,20,2,0,0
217,2,216,4,60,70,0,20,2,0,0
218,2,,4,190,70,0,20,2,0,0
219,2,218,4,75,70,0,20,2,0,0
220,2,,4,225,70,0,20,1,0,0
221,2,220,4,75,70,0,20,1,0,0
222,2,,6,60,70,0,20,3,0,0
223,2,,4,190,70,0,20,2,0,0
224,2,223,4,75,70,0,20,2,0,0
225,2,,4,45,70,0,20,3,0,0
226,2,458,4,25,70,0,25,1,0,0
227,2,,4,25,70,0,25,1,0,0
228,2,,4,120,35,0,20,1,0,0
229,2,228,4,45,35,0,20,1,0,0
230,2,117,4,45,70,0,20,2,0,0
231,2,,4,120,70,0,20,2,0,0
232,2,231,4,60,70,0,20,2,0,0
233,2,137,-1,45,70,0,20,2,0,0
234,2,,4,45,70,0,20,1,0,0
235,2,,4,45,70,0,20,3,0,0
236,2,,0,75,70,1,25,2,0,0
237,2,236,0,45,70,0,25,2,0,0
238,2,,8,45,70,1,25,2,0,0
239,2,,2,45,70,1,25,2,0,0
240,2,,2,45,70,1,25,2,0,0
241,2,,8,45,70,0,20,1,0,0
242,2,113,8,30,140,0,40,3,0,0
243,2,,-1,3,35,0,80,1,1,0
244,2,,-1,3,35,0,80,1,1,0
245,2,,-1,3,35,0,80,1,1,0
246,2,,4,45,35,0,40,1,0,0
247,2,246,4,45,35,0,40,1,0,0
248,2,247,4,45,35,0,40,1,0,0
249,2,,-1,3,0,0,120,1,1,0
250,2,,-1,3,0,0,120,1,1,0
251,2,,-1,45,100,0,120,4,0,1
252,3,,1,45,70,0,20,4,0,0
253,3,252,1,45,70,0,20,4,0,0
254,3,253,1,45,70,0,20,4,0,0
255,3,,1,45,70,0,20,4,0,0
256,3,255,1,45,70,0,20,4,0,0
257,3,256,1,45,70,0,20,4,0,0
258,3,,1,45,70,0,20,4,0,0
259,3,258,1,45,70,0,20,4,0,0
260,3,259,1,45,70,0,20,4,0,0
261,3,,4,255,70,0,15,2,0,0
262,3,261,4,127,70,0,15,2,0,0
263,3,,4,255,70,0,15,2,0,0
264,3,263,4,90,70,0,15,2,0,0
265,3,,4,255,70,0,15,2,0,0
266,3,265,4,120,70,0,15,2,0,0
267,3,266,4,45,70,0,15,2,0,0
268,3,265,4,120,70,0,15,2,0,0
269,3,268,4,45,70,0,15,2,0,0
270,3,,4,255,70,0,15,4,0,0
271,3,270,4,120,70,0,15,4,0,0
272,3,271,4,45,70,0,15,4,0,0
273,3,,4,255,70,0,15,4,0,0
274,3,273,4,120,70,0,15,4,0,0
275,3,274,4,45,70,0,15,4,0,0
276,3,,4,200,70,0,15,4,0,0
277,3,276,4,45,70,0,15,4,0,0
278,3,,4,190,70,0,20,2,0,0
279,3,278,4,45,70,0,20,2,0,0
280,3,,4,235,35,0,20,1,0,0
281,3,280,4,120,35,0,20,1,0,0
282,3,281,4,45,35,0,20,1,0,0
283,3,,4,200,70,0,15,2,0,0
284,3,283,4,75,70,0,15,2,0,0
285,3,,4,255,70,0,15,6,0,0
286,3,285,4,90,70,0,15,6,0,0
287,3,,4,255,70,0,15,1,0,0
288,3,287,4,120,70,0,15,1,0,0
289,3,288,4,45,70,0,15,1,0,0
290,3,,4,255,70,0,15,5,0,0
291,3,290,4,120,70,0,15,5,0,0
292,3,290,-1,45,70,0,15,5,0,0
293,3,,4,190,70,0,20,4,0,0
294,3,293,4,120,70,0,20,4,0,0
295,3,294,4,45,70,0,20,4,0,0
296,3,,2,180,70,0,20,6,0,0
297,3,296,2,200,70,0,20,6,0,0
298,3,,6,150,70,1,10,3,0,0
299,3,,4,255,70,0,20,2,0,0
300,3,,6,255,70,0,15,3,0,0
301,3,300,6,60,70,0,15,3,0,0
302,3,,4,45,35,0,25,4,0,0
303,3,,4,45,70,0,20,3,0,0
304,3,,4,180,35,0,35,1,0,0
305,3,304,4,90,35,0,35,1,0,0
306,3,305,4,45,35,0,35,1,0,0
307,3,,4,180,70,0,20,2,0,0
308,3,307,4,90,70,0,20,2,0,0
309,3,,4,120,70,0,20,1,0,0
310,3,309,4,45,70,0,20,1,0,0
311,3,,4,200,70,0,20,2,0,0
312,3,,4,200,70,0,20,2,0,0
313,3,,0,150,70,0,15,5,0,0
314,3,,8,150,70,0,15,6,0,0
315,3,406,4,150,70,0,20,4,0,0
316,3,,4,225,70,0,20,6,0,0
317,3,316,4,75,70,0,20,6,0,0
318,3,,4,225,35,0,20,1,0,0
319,3,318,4,60,35,0,20,1,0,0
320,3,,4,125,70,0,40,6,0,0
321,3,320,4,60,70,0,40,6,0,0
322,3,,4,255,70,0,20,2,0,0
323,3,322,4,150,70,0,20,2,0,0
324,3,,4,90,70,0,20,2,0,0
325,3,,4,255,70,0,20,3,0,0
326,3,325,4,60,70,0,20,3,0,0
327,3,,4,255,70,0,15,3,0,0
328,3,,4,255,70,0,20,4,0,0
329,3,328,4,120,70,0,20,4,0,0
330,3,329,4,45,70,0,20,4,0,0
331,3,,4,190,35,0,20,4,0,0
332,3,331,4,60,35,0,20,4,0,0
333,3,,4,255,70,0,20,5,0,0
334,3,333,4,45,70,0,20,5,0,0
335,3,,4,90,70,0,20,5,0,0
336,3,,4,90,70,0,20,6,0,0
337,3,,-1,45,70,0,25,3,0,0
338,3,,-1,45,70,0,25,3,0,0
339,3,,4,190,70,0,20,2,0,0
340,3,339,4,75,70,0,20,2,0,0
341,3,,4,205,70,0,15,6,0,0
342,3,341,4,155,70,0,15,6,0,0
343,3,,-1,255,70,0,20,2,0,0
344,3,343,-1,90,70,0,20,2,0,0
345,3,,1,45,70,0,30,5,0,0
346,3,345,1,45,70,0,30,5,0,0
347,3,,1,45,70,0,30,5,0,0
348,3,347,1,45,70,0,30,5,0,0
349,3,,4,255,70,0,20,5,0,0
350,3,349,4,60,70,0,20,5,0,0
351,3,,4,45,70,0,25,2,0,0
352,3,,4,200,70,0,20,4,0,0
353,3,,4,225,35,0,25,3,0,0
354,3,353,4,45,35,0,25,3,0,0
355,3,,4,190,35,0,25,3,0,0
356,3,355,4,90,35,0,25,3,0,0
357,3,,4,200,70,0,25,1,0,0
358,3,433,4,45,70,0,25,3,0,0
359,3,,4,30,35,0,25,4,0,0
360,3,,4,125,70,1,20,2,0,0
361,3,,4,190,70,0,20,2,0,0
362,3,361,4,75,70,0,20,2,0,0
363,3,,4,255,70,0,20,4,0,0
364,3,363,4,120,70,0,20,4,0,0
365,3,364,4,45,70,0,20,4,0,0
366,3,,4,255,70,0,20,5,0,0
367,3,366,4,60,70,0,20,5,0,0
368,3,366,4,60,70,0,20,5,0,0
369,3,,1,25,70,0,40,1,0,0
370,3,,6,225,70,0,20,3,0,0
371,3,,4,45,35,0,40,1,0,0
372,3,371,4,45,35,0,40,1,0,0
373,3,372,4,45,35,0,40,1,0,0
374,3,,-1,3,35,0,40,1,0,0
375,3,374,-1,3,35,0,40,1,0,0
376,3,375,-1,3,35,0,40,1,0,0
377,3,,-1,3,35,0,80,1,1,0
378,3,,-1,3,35,0,80,1,1,0
379,3,,-1,3,35,0,80,1,1,0
380,3,,8,3,90,0,120,1,1,0
381,3,,0,3,90,0,120,1,1,0
382,3,,-1,3,0,0,120,1,1,0
383,3,,-1,3,0,0,120,1,1,0
384,3,,-1,45,0,0,120,1,1,0
385,3,,-1,3,100,0,120,1,0,1
386,3,,-1,3,0,0,120,1,0,1
387,4,,1,45,70,0,20,4,0,0
388,4,387,1,45,70,0,20,4,0,0
389,4,388,1,45,70,0,20,4,0,0
390,4,,1,45,70,0,20,4,0,0
391,4,390,1,45,70,0,20,4,0,0
392,4,391,1,45,70,0,20,4,0,0
393,4,,1,45,70,0,20,4,0,0
394,4,393,1,45,70,0,20,4,0,0
395,4,394,1,45,70,0,20,4,0,0
396,4,,4,255,70,0,15,4,0,0
397,4,396,4,120,70,0,15,4,0,0
398,4,397,4,45,70,0,15,4,0,0
399,4,,4,255,70,0,15,2,0,0
400,4,399,4,127,70,0,15,2,0,0
401,4,,4,255,70,0,15,4,0,0
402,4,401,4,45,70,0,15,4,0,0
403,4,,4,235,70,0,20,4,0,0
404,4,403,4,120,100,0,20,4,0,0
405,4,404,4,45,70,0,20,4,0,0
406,4,,4,255,70,1,20,4,0,0
407,4,315,4,75,70,0,20,4,0,0
408,4,,1,45,70,0,30,5,0,0
409,4,408,1,45,70,0,30,5,0,0
410,4,,1,45,70,0,30,5,0,0
411,4,410,1,45,70,0,30,5,0,0
412,4,,4,120,70,0,15,2,0,0
413,4,412,8,45,70,0,15,2,0,0
414,4,412,0,45,70,0,15,2,0,0
415,4,,1,120,70,0,15,4,0,0
416,4,415,8,45,70,0,15,4,0,0
417,4,,4,200,100,0,10,2,0,0
418,4,,4,190,70,0,20,2,0,0
419,4,418,4,75,70,0,20,2,0,0
420,4,,4,190,70,0,20,2,0,0
421,4,420,4,75,70,0,20,2,0,0
422,4,,4,190,70,0,20,2,0,0
423,4,422,4,75,70,0,20,2,0,0
424,4,190,4,45,100,0,20,3,0,0
425,4,,4,125,70,0,30,6,0,0
426,4,425,4,60,70,0,30,6,0,0
427,4,,4,190,0,0,20,2,0,0
428,4,427,4,60,140,0,20,2,0,0
429,4,200,4,45,35,0,25,3,0,0
430,4,198,4,30,35,0,20,4,0,0
431,4,,6,190,70,0,20,3,0,0
432,4,431,6,75,70,0,20,3,0,0
433,4,,4,120,70,1,25,3,0,0
434,4,,4,225,70,0,20,2,0,0
435,4,434,4,60,70,0,20,2,0,0
436,4,,-1,255,70,0,20,2,0,0
437,4,436,-1,90,70,0,20,2,0,0
438,4,,4,255,70,1,20,2,0,0
439,4,,4,145,70,1,25,2,0,0
440,4,,8,130,140,1,40,3,0,0
441,4,,4,30,35,0,20,4,0,0
442,4,,4,100,70,0,30,2,0,0
443,4,,4,45,70,0,40,1,0,0
444,4,443,4,45,70,0,40,1,0,0
445,4,444,4,45,70,0,40,1,0,0
446,4,,1,50,70,1,40,1,0,0
447,4,,1,75,70,1,25,4,0,0
448,4,447,1,45,70,0,25,4,0,0
449,4,,4,140,70,0,30,1,0,0
450,4,449,4,60,70,0,30,1,0,0
451,4,,4,120,70,0,20,1,0,0
452,4,451,4,45,70,0,20,1,0,0
453,4,,4,140,100,0,10,2,0,0
454,4,453,4,75,70,0,20,2,0,0
455,4,,4,200,70,0,25,1,0,0
456,4,,4,190,70,0,20,5,0,0
457,4,456,4,75,70,0,20,5,0,0
458,4,,4,25,70,1,25,1,0,0
459,4,,4,120,70,0,20,1,0,0
460,4,459,4,60,70,0,20,1,0,0
461,4,215,4,45,35,0,20,4,0,0
462,4,82,-1,30,70,0,20,2,0,0
463,4,108,4,30,70,0,20,2,0,0
464,4,112,4,30,70,0,20,1,0,0
465,4,114,4,30,70,0,20,2,0,0
466,4,125,2,30,70,0,25,2,0,0
467,4,126,2,30,70,0,25,2,0,0
468,4,176,1,30,70,0,10,3,0,0
469,4,193,4,30,70,0,20,2,0,0
470,4,133,1,45,35,0,35,2,0,0
471,4,133,1,45,35,0,35,2,0,0
472,4,207,4,30,70,0,20,4,0,0
473,4,221,4,50,70,0,20,1,0,0
474,4,233,-1,30,70,0,20,2,0,0
475,4,281,0,45,35,0,20,1,0,0
476,4,299,4,60,70,0,20,2,0,0
477,4,356,4,45,35,0,25,3,0,0
478,4,361,8,75,70,0,20,2,0,0
479,4,,-1,45,70,0,20,2,0,0
480,4,,-1,3,140,0,80,1,1,0
481,4,,-1,3,140,0,80,1,1,0
482,4,,-1,3,140,0,80,1,1,0
483,4,,-1,3,0,0,120,1,1,0
484,4,,-1,3,0,0,120,1,1,0
485,4,,4,3,100,0,10,1,1,0
486,4,,-1,3,0,0,120,1,1,0
487,4,,-1,3,0,0,120,1,1,0
488,4,,8,3,100,0,120,1,1,0
489,4,,-1,30,70,0,40,1,0,1
490,4,,-1,3,70,0,10,1,0,1
491,4,,-1,3,0,0,120,1,0,1
492,4,,-1,45,100,0,120,4,0,1
493,4,,-1,3,0,0,120,1,0,1
494,5,,-1,3,100,0,120,1,0,1
495,5,,1,45,70,0,20,4,0,0
496,5,495,1,45,70,0,20,4,0,0
497,5,496,1,45,70,0,20,4,0,0
498,5,,1,45,70,0,20,4,0,0
499,5,498,1,45,70,0,20,4,0,0
500,5,499,1,45,70,0,20,4,0,0
501,5,,1,45,70,0,20,4,0,0
502,5,501,1,45,70,0,20,4,0,0
503,5,502,1,45,70,0,20,4,0,0
504,5,,4,255,70,0,15,2,0,0
505,5,504,4,255,70,0,20,2,0,0
506,5,,4,255,70,0,15,4,0,0
507,5,506,4,120,70,0,15,4,0,0
508,5,507,4,45,70,0,15,4,0,0
509,5,,4,255,70,0,20,2,0,0
510,5,509,4,90,70,0,20,2,0,0
511,5,,1,190,70,0,20,2,0,0
512,5,511,1,75,70,0,20,2,0,0
513,5,,1,190,70,0,20,2,0,0
514,5,513,1,75,70,0,20,2,0,0
515,5,,1,190,70,0,20,2,0,0
516,5,515,1,75,70,0,20,2,0,0
517,5,,4,190,70,0,10,3,0,0
518,5,517,4,75,70,0,10,3,0,0
519,5,,4,255,70,0,15,4,0,0
520,5,519,4,120,70,0,15,4,0,0
521,5,520,4,45,70,0,15,4,0,0
522,5,,4,190,70,0,20,2,0,0
523,5,522,4,75,70,0,20,2,0,0
524,5,,4,255,70,0,15,4,0,0
525,5,524,4,120,70,0,15,4,0,0
526,5,525,4,45,70,0,15,4,0,0
527,5,,4,190,70,0,15,2,0,0
528,5,527,4,45,70,0,15,2,0,0
529,5,,4,120,70,0,20,2,0,0
530,5,529,4,60,70,0,20,2,0,0
531,5,,4,255,70,0,20,3,0,0
532,5,,2,180,70,0,20,4,0,0
533,5,532,2,90,70,0,20,4,0,0
534,5,533,2,45,70,0,20,4,0,0
535,5,,4,255,70,0,20,4,0,0
536,5,535,4,120,70,0,20,4,0,0
537,5,536,4,45,70,0,20,4,0,0
538,5,,0,45,70,0,20,2,0,0
539,5,,0,45,70,0,20,2,0,0
540,5,,4,255,70,0,15,4,0,0
541,5,540,4,120,70,0,15,4,0,0
542,5,541,4,45,70,0,15,4,0,0
543,5,,4,255,70,0,15,4,0,0
544,5,543,4,120,70,0,15,4,0,0
545,5,544,4,45,70,0,20,4,0,0
546,5,,4,190,70,0,20,2,0,0
547,5,546,4,75,70,0,20,2,0,0
548,5,,8,190,70,0,20,2,0,0
549,5,548,8,75,70,0,20,2,0,0
550,5,,4,25,70,0,40,2,0,0
551,5,,4,180,70,0,20,4,0,0
552,5,551,4,90,70,0,20,4,0,0
553,5,552,4,45,70,0,20,4,0,0
554,5,,4,120,70,0,20,4,0,0
555,5,554,4,60,70,0,20,4,0,0
556,5,,4,255,70,0,20,2,0,0
557,5,,4,190,70,0,20,2,0,0
558,5,557,4,75,70,0,20,2,0,0
559,5,,4,180,35,0,15,2,0,0
560,5,559,4,90,70,0,15,2,0,0
561,5,,4,45,70,0,20,2,0,0
562,5,,4,190,70,0,25,2,0,0
563,5,562,4,90,70,0,25,2,0,0
564,5,,1,45,70,0,30,2,0,0
565,5,564,1,45,70,0,30,2,0,0
566,5,,1,45,70,0,30,2,0,0
567,5,566,1,45,70,0,30,2,0,0
568,5,,4,190,70,0,20,2,0,0
569,5,568,4,60,70,0,20,2,0,0
570,5,,1,75,70,0,25,4,0,0
571,5,570,1,45,70,0,20,4,0,0
572,5,,6,255,70,0,15,3,0,0
573,5,572,6,60,70,0,15,3,0,0
574,5,,6,200,70,0,20,4,0,0
575,5,574,6,100,70,0,20,4,0,0
576,5,575,6,50,70,0,20,4,0,0
577,5,,4,200,70,0,20,4,0,0
578,5,577,4,100,70,0,20,4,0,0
579,5,578,4,50,70,0,20,4,0,0
580,5,,4,190,70,0,20,2,0,0
581,5,580,4,45,70,0,20,2,0,0
582,5,,4,255,70,0,20,1,0,0
583,5,582,4,120,70,0,20,1,0,0
584,5,583,4,45,70,0,20,1,0,0
585,5,,4,190,70,0,20,2,0,0
586,5,585,4,75,70,0,20,2,0,0
587,5,,4,200,70,0,20,2,0,0
588,5,,4,200,70,0,15,2,0,0
589,5,588,4,75,70,0,15,2,0,0
590,5,,4,190,70,0,20,2,0,0
591,5,590,4,75,70,0,20,2,0,0
592,5,,4,190,70,0,20,2,0,0
593,5,592,4,60,70,0,20,2,0,0
594,5,,4,75,70,0,40,3,0,0
595,5,,4,190,70,0,20,2,0,0
596,5,595,4,75,70,0,20,2,0,0
597,5,,4,255,70,0,20,2,0,0
598,5,597,4,90,70,0,20,2,0,0
599,5,,-1,130,70,0,20,4,0,0
600,5,599,-1,60,70,0,20,4,0,0
601,5,600,-1,30,70,0,20,4,0,0
602,5,,4,190,70,0,20,1,0,0
603,5,602,4,60,70,0,20,1,0,0
604,5,603,4,30,70,0,20,1,0,0
605,5,,4,255,70,0,20,2,0,0
606,5,605,4,90,70,0,20,2,0,0
607,5,,4,190,70,0,20,4,0,0
608,5,607,4,90,70,0,20,4,0,0
609,5,608,4,45,70,0,20,4,0,0
610,5,,4,75,35,0,40,1,0,0
611,5,610,4,60,35,0,40,1,0,0
612,5,611,4,45,35,0,40,1,0,0
613,5,,4,120,70,0,20,2,0,0
614,5,613,4,60,70,0,20,2,0,0
615,5,,-1,25,70,0,25,2,0,0
616,5,,4,200,70,0,15,2,0,0
617,5,616,4,75,70,0,15,2,0,0
618,5,,4,75,70,0,20,2,0,0
619,5,,4,180,70,0,25,4,0,0
620,5,619,4,45,70,0,25,4,0,0
621,5,,4,45,70,0,30,2,0,0
622,5,,-1,190,70,0,25,2,0,0
623,5,622,-1,90,70,0,25,2,0,0
624,5,,4,120,35,0,20,2,0,0
625,5,624,4,45,35,0,20,2,0,0
626,5,,4,45,70,0,20,2,0,0
627,5,,0,190,70,0,20,1,0,0
628,5,627,0,60,70,0,20,1,0,0
629,5,,8,190,35,0,20,1,0,0
630,5,629,8,60,35,0,20,1,0,0
631,5,,4,90,70,0,20,2,0,0
632,5,,4,90,70,0,20,2,0,0
633,5,,4,45,35,0,40,1,0,0
634,5,633,4,45,35,0,40,1,0,0
635,5,634,4,45,35,0,40,1,0,0
636,5,,4,45,70,0,40,1,0,0
637,5,636,4,15,70,0,40,1,0,0
638,5,,-1,3,35,0,80,1,1,0
639,5,,-1,3,35,0,80,1,1,0
640,5,,-1,3,35,0,80,1,1,0
641,5,,0,3,90,0,120,1,1,0
642,5,,0,3,90,0,120,1,1,0
